Datetime, Timestamp, Low, High, Open, Close, Vol
5/30/2018 8:00:00 PM, 1527710400, 7308.55, 7339.99, 7308.89, 7339.95, 281.96340144
5/30/2018 7:00:00 PM, 1527706800, 7290.74, 7312.5, 7290.75, 7308.89, 240.74456278
5/30/2018 6:00:00 PM, 1527703200, 7290, 7316.01, 7315, 7290.75, 248.45188698
5/30/2018 5:00:00 PM, 1527699600, 7288.33, 7316.77, 7299.39, 7315, 286.66877902
5/30/2018 4:00:00 PM, 1527696000, 7272.71, 7349.14, 7329.95, 7299.4, 421.84580589
5/30/2018 3:00:00 PM, 1527692400, 7310, 7387.43, 7387.42, 7329.95, 585.548460409997
5/30/2018 2:00:00 PM, 1527688800, 7336.25, 7508.75, 7504.41, 7387.42, 984.619674309997
5/30/2018 1:00:00 PM, 1527685200, 7486.82, 7526.71, 7522.9, 7504.4, 185.16335919
5/30/2018 12:00:00 PM, 1527681600, 7490, 7534.76, 7502.31, 7522.91, 143.01723856
5/30/2018 11:00:00 AM, 1527678000, 7490, 7538.14, 7495, 7502.32, 172.22042621
5/30/2018 10:00:00 AM, 1527674400, 7470.38, 7515, 7488.83, 7495.01, 140.46553573
5/30/2018 9:00:00 AM, 1527670800, 7457.99, 7498.97, 7470.07, 7488.82, 149.39077539
5/30/2018 8:00:00 AM, 1527667200, 7450, 7484, 7484, 7470.07, 138.64818062
5/30/2018 7:00:00 AM, 1527663600, 7443.15, 7484, 7459.91, 7484, 120.22516503
5/30/2018 6:00:00 AM, 1527660000, 7422.46, 7534.27, 7494.99, 7459.9, 217.20169334
5/30/2018 5:00:00 AM, 1527656400, 7489, 7503.31, 7489.01, 7495, 101.33231167
5/30/2018 4:00:00 AM, 1527652800, 7463.3, 7493.86, 7493.86, 7489.01, 116.89321128
5/30/2018 2:00:00 AM, 1527645600, 7493.85, 7544.1, 7516.74, 7493.86, 283.9297697
5/30/2018 1:00:00 AM, 1527642000, 7486.05, 7557.78, 7486.05, 7516.75, 474.584714309998
5/30/2018 12:00:00 AM, 1527638400, 7442.62, 7508.01, 7460, 7486.74, 298.05837594
5/29/2018 11:00:00 PM, 1527634800, 7410, 7475.97, 7423.2, 7460, 208.12654706
5/29/2018 10:00:00 PM, 1527631200, 7399.77, 7495, 7494.99, 7423.21, 493.011240799998
5/29/2018 9:00:00 PM, 1527627600, 7480, 7513.29, 7498.93, 7495, 203.34088087
5/29/2018 8:00:00 PM, 1527624000, 7452.73, 7518, 7465, 7498.92, 525.339361289998
5/29/2018 7:00:00 PM, 1527620400, 7447.99, 7467.32, 7447.99, 7464.99, 201.854079060001
5/29/2018 6:00:00 PM, 1527616800, 7440, 7524.99, 7513.08, 7448, 652.740719099994
5/29/2018 5:00:00 PM, 1527613200, 7411.58, 7522, 7430, 7513.09, 517.445447789997
5/29/2018 4:00:00 PM, 1527609600, 7417.55, 7431.17, 7425, 7429.99, 495.757112929999
5/29/2018 3:00:00 PM, 1527606000, 7391.69, 7425, 7414.99, 7425, 567.683989529999
5/29/2018 2:00:00 PM, 1527602400, 7402.97, 7467.98, 7454, 7415, 328.20221115
5/29/2018 1:00:00 PM, 1527598800, 7409.89, 7475, 7409.89, 7454, 686.089309159997
5/29/2018 12:00:00 PM, 1527595200, 7380.87, 7442.15, 7394.3, 7409.89, 361.44968504
5/29/2018 11:00:00 AM, 1527591600, 7178.49, 7479.98, 7178.49, 7394.3, 1543.86170687999
5/29/2018 10:00:00 AM, 1527588000, 7111.82, 7204, 7124.89, 7178.49, 611.570658059997
5/29/2018 9:00:00 AM, 1527584400, 7091.79, 7125, 7123.7, 7124.88, 236.10547384
5/29/2018 8:00:00 AM, 1527580800, 7105.6, 7145, 7145, 7123.79, 97.6806865500003
5/29/2018 7:00:00 AM, 1527577200, 7093.15, 7150, 7096.6, 7145, 446.501644549998
5/29/2018 6:00:00 AM, 1527573600, 7088.81, 7111, 7101.9, 7096.6, 138.82831547
5/29/2018 5:00:00 AM, 1527570000, 7073.5, 7120, 7119.99, 7101.9, 537.701984109996
5/29/2018 4:00:00 AM, 1527566400, 7105, 7130, 7115.06, 7120, 238.23105852
