Datetime, Timestamp, Low, High, Open, Close, Vol
2/28/2018 0:00,1519776000,10263,11044,10556.3,10307.27,19669.31712
2/27/2018 0:00,1519689600,10133.33,10845.07,10300,10566.57,18216.01841
2/26/2018 0:00,1519603200,9404,10447.74,9600,10300,19118.77983
2/25/2018 0:00,1519516800,9324.75,9850,9688.61,9597.99,11707.16067
2/24/2018 0:00,1519430400,9372.72,10494.14,10144.99,9688.62,19727.94903
2/23/2018 0:00,1519344000,9576.43,10390.77,9830,10144.99,20776.53618
2/22/2018 0:00,1519257600,9715.27,10900,10453.83,9830,28095.85651
2/21/2018 0:00,1519171200,10250,11279.99,11235.57,10454.27,30033.22589
2/20/2018 0:00,1519084800,11000,11775,11140,11235.57,28425.11657
2/19/2018 0:00,1518998400,10297.39,11274.11,10380.03,11140,17633.2567
2/18/2018 0:00,1518912000,10159,11299.1,11121.5,10380.04,26974.27419
2/17/2018 0:00,1518825600,10057,11149,10167.49,11121.5,20773.70416
2/16/2018 0:00,1518739200,9729.58,10307.68,10031.23,10167.49,17843.54591
2/15/2018 0:00,1518652800,9342.46,10249.81,9472.98,10031.23,32371.05691
2/14/2018 0:00,1518566400,8520,9482.5,8520.01,9472.98,24369.27754
2/13/2018 0:00,1518480000,8393.1,8925,8872.27,8520.01,13952.54755
2/12/2018 0:00,1518393600,8072.99,8950,8073,8872.28,19717.62029
2/11/2018 0:00,1518307200,7851,8547.49,8547.48,8072.99,16803.76839
2/10/2018 0:00,1518220800,8155,9090,8671,8547.49,24876.86491
2/9/2018 0:00,1518134400,7750,8700,8218.07,8671.01,27554.32194
2/8/2018 0:00,1518048000,7550,8625,7575.76,8218.1,31646.91252
2/7/2018 0:00,1517961600,7212.82,8650,7688.47,7575.75,50891.54973
2/6/2018 0:00,1517875200,5873,7948.89,6905.2,7688.46,91890.49577
2/5/2018 0:00,1517788800,6425.75,8349.16,8167.9,6905.19,59575.37152
2/4/2018 0:00,1517702400,7859,9350,9227.8,8167.91,24059.18802
2/3/2018 0:00,1517616000,8115.48,9499,8787.52,9240,23684.29437
2/2/2018 0:00,1517529600,7540,9090.08,9014.22,8787.52,52037.55235
2/1/2018 0:00,1517443200,8400,10166.25,10099.99,9014.23,38152.39045
1/31/2018 0:00,1517356800,9601.02,10299.95,9995,10099.99,19533.0302
1/30/2018 0:00,1517270400,9711.11,11150,11123.01,9995,27583.83796
